ranking_year,semester,ranking_date,rank,team,team_norm,acronym,total_points,previous_points,diff_points
1993,2,1993-12-31,16,Nigeria,nigeria,NGA,51.0,52.0,-1.0
1993,2,1993-12-31,19,Czechoslovakia,czechoslovakia,TCH,49.0,50.0,-1.0
1993,2,1993-12-31,19,Portugal,portugal,POR,49.0,49.0,0.0
1993,2,1993-12-31,21,Colombia,colombia,COL,48.0,49.0,-1.0
1993,2,1993-12-31,22,USA,united states,USA,46.0,45.0,1.0
1993,2,1993-12-31,22,Cameroon,cameroon,CMR,46.0,46.0,0.0
1993,2,1993-12-31,24,Scotland,scotland,SCO,45.0,45.0,0.0
1993,2,1993-12-31,24,Belgium,belgium,BEL,45.0,47.0,-2.0
1993,2,1993-12-31,24,Egypt,egypt,EGY,45.0,43.0,2.0
1993,2,1993-12-31,24,Zambia,zambia,ZAM,45.0,44.0,1.0
1993,2,1993-12-31,24,Poland,poland,POL,45.0,45.0,0.0
1993,2,1993-12-31,29,Wales,wales,WAL,44.0,44.0,0.0
1993,2,1993-12-31,29,Morocco,morocco,MAR,44.0,44.0,0.0
1993,2,1993-12-31,29,Bulgaria,bulgaria,BUL,44.0,46.0,-2.0
1993,2,1993-12-31,32,Tunisia,tunisia,TUN,43.0,40.0,3.0
1993,2,1993-12-31,33,Côte d'Ivoire,côte divoire,CIV,42.0,41.0,1.0
1993,2,1993-12-31,33,Greece,greece,GRE,42.0,42.0,0.0
1993,2,1993-12-31,33,Algeria,algeria,ALG,42.0,42.0,0.0
1993,2,1993-12-31,36,Austria,austria,AUT,40.0,41.0,-1.0
1993,2,1993-12-31,36,Ghana,ghana,GHA,40.0,37.0,3.0
1993,2,1993-12-31,38,Saudi Arabia,saudi arabia,KSA,39.0,38.0,1.0
1993,2,1993-12-31,39,Northern Ireland,northern ireland,NIR,38.0,37.0,1.0
1993,2,1993-12-31,39,Honduras,honduras,HON,38.0,38.0,0.0
1993,2,1993-12-31,41,Korea Republic,south korea,KOR,37.0,38.0,-1.0
1993,2,1993-12-31,41,Costa Rica,costa rica,CRC,37.0,39.0,-2.0
1993,2,1993-12-31,43,Japan,japan,JPN,36.0,36.0,0.0
1993,2,1993-12-31,43,Canada,canada,CAN,36.0,36.0,0.0
1993,2,1993-12-31,43,Finland,finland,FIN,36.0,36.0,0.0
1993,2,1993-12-31,43,Zimbabwe,zimbabwe,ZIM,36.0,36.0,0.0
1993,2,1993-12-31,43,Iceland,iceland,ISL,36.0,36.0,0.0
1993,2,1993-12-31,48,Ecuador,ecuador,ECU,35.0,36.0,-1.0
1993,2,1993-12-31,48,Australia,australia,AUS,35.0,35.0,0.0
1993,2,1993-12-31,50,Hungary,hungary,HUN,34.0,35.0,-1.0
1993,2,1993-12-31,50,United Arab Emirates,united arab emirates,UAE,34.0,32.0,2.0
1993,2,1993-12-31,52,Turkey,turkey,TUR,33.0,34.0,-1.0
1993,2,1993-12-31,52,China PR,china,CHN,33.0,33.0,0.0
1993,2,1993-12-31,52,Qatar,qatar,QAT,33.0,33.0,0.0
1993,2,1993-12-31,55,Chile,chile,CHI,32.0,33.0,-1.0
1993,2,1993-12-31,55,Senegal,senegal,SEN,32.0,30.0,2.0
1993,2,1993-12-31,57,Israel,israel,ISR,31.0,30.0,1.0
1993,2,1993-12-31,57,Bolivia,bolivia,BOL,31.0,31.0,0.0
1993,2,1993-12-31,57,IR Iran,iran,IRN,31.0,31.0,0.0
1993,2,1993-12-31,60,Gabon,gabon,GAB,30.0,32.0,-2.0
1993,2,1993-12-31,60,Paraguay,paraguay,PAR,30.0,30.0,0.0
1993,2,1993-12-31,62,Korea DPR,korea dpr,PRK,29.0,31.0,-2.0
1993,2,1993-12-31,62,Guinea,guinea,GUI,29.0,30.0,-1.0
1993,2,1993-12-31,62,Kuwait,kuwait,KUW,29.0,30.0,-1.0
1993,2,1993-12-31,65,Iraq,iraq,IRQ,28.0,29.0,-1.0
1993,2,1993-12-31,65,El Salvador,el salvador,SLV,28.0,29.0,-1.0
1993,2,1993-12-31,67,Malawi,malawi,MWI,26.0,26.0,0.0
1993,2,1993-12-31,67,Yugoslavia,yugoslavia,YUG,26.0,28.0,-2.0
1993,2,1993-12-31,67,Thailand,thailand,THA,26.0,26.0,0.0
1993,2,1993-12-31,70,Mali,mali,MLI,25.0,23.0,2.0
1993,2,1993-12-31,70,Zaire,zaire,ZAI,25.0,25.0,0.0
1993,2,1993-12-31,70,Cyprus,cyprus,CYP,25.0,24.0,1.0
1993,2,1993-12-31,73,Peru,peru,PER,24.0,25.0,-1.0
1993,2,1993-12-31,73,Kenya,kenya,KEN,24.0,25.0,-1.0
1993,2,1993-12-31,75,Singapore,singapore,SGP,23.0,24.0,-1.0
1993,2,1993-12-31,75,Sierra Leone,sierra leone,SLE,23.0,19.0,4.0
1993,2,1993-12-31,77,New Zealand,new zealand,NZL,22.0,22.0,0.0
1993,2,1993-12-31,78,Bahrain,bahrain,BHR,21.0,21.0,0.0
1993,2,1993-12-31,78,Malaysia,malaysia,MAS,21.0,21.0,0.0
1993,2,1993-12-31,78,Jamaica,jamaica,JAM,21.0,21.0,0.0
1993,2,1993-12-31,81,Niger,niger,NIG,20.0,20.0,0.0
1993,2,1993-12-31,81,Syria,syria,SYR,20.0,20.0,0.0
1993,2,1993-12-31,81,Malta,malta,MLT,20.0,18.0,2.0
1993,2,1993-12-31,81,Bermuda,bermuda,BER,20.0,20.0,0.0
1993,2,1993-12-31,85,Lithuania,lithuania,LTU,19.0,19.0,0.0
1993,2,1993-12-31,86,Latvia,latvia,LVA,18.0,18.0,0.0
1993,2,1993-12-31,86,Jordan,jordan,JOR,18.0,18.0,0.0
1993,2,1993-12-31,88,Trinidad and Tobago,trinidad and tobago,TRI,17.0,17.0,0.0
1993,2,1993-12-31,89,Madagascar,madagascar,MAD,16.0,18.0,-2.0
1993,2,1993-12-31,89,Ukraine,ukraine,UKR,16.0,16.0,0.0
1993,2,1993-12-31,89,Yemen,yemen,YEM,16.0,16.0,0.0
1993,2,1993-12-31,89,Albania,albania,ALB,16.0,16.0,0.0
1993,2,1993-12-31,89,Venezuela,venezuela,VEN,16.0,16.0,0.0
1993,2,1993-12-31,94,Uganda,uganda,UGA,15.0,15.0,0.0
1993,2,1993-12-31,94,South Africa,south africa,RSA,15.0,15.0,0.0
1993,2,1993-12-31,94,Ethiopia,ethiopia,ETH,15.0,16.0,-1.0
1993,2,1993-12-31,94,Oman,oman,OMA,15.0,13.0,2.0
1993,2,1993-12-31,98,Tanzania,tanzania,TAN,14.0,13.0,1.0
1993,2,1993-12-31,98,Eswatini,eswatini,SWZ,14.0,14.0,0.0
1993,2,1993-12-31,100,India,india,IND,13.0,13.0,0.0
1993,2,1993-12-31,100,Burundi,burundi,BDI,13.0,13.0,0.0
1993,2,1993-12-31,100,Angola,angola,ANG,13.0,14.0,-1.0
1993,2,1993-12-31,100,Congo,congo,CGO,13.0,13.0,0.0
1993,2,1993-12-31,104,Mozambique,mozambique,MOZ,12.0,12.0,0.0
1993,2,1993-12-31,104,Puerto Rico,puerto rico,PUR,12.0,12.0,0.0
1993,2,1993-12-31,104,Indonesia,indonesia,IDN,12.0,12.0,0.0
1993,2,1993-12-31,104,Fiji,fiji,FIJ,12.0,12.0,0.0
1993,2,1993-12-31,108,Lebanon,lebanon,LBN,11.0,11.0,0.0
1993,2,1993-12-31,108,Estonia,estonia,EST,11.0,11.0,0.0
1993,2,1993-12-31,108,Myanmar,myanmar,MYA,11.0,11.0,0.0
1993,2,1993-12-31,108,Luxembourg,luxembourg,LUX,11.0,11.0,0.0
1993,2,1993-12-31,108,Hong Kong,hong kong,HKG,11.0,11.0,0.0
1993,2,1993-12-31,108,Togo,togo,TOG,11.0,11.0,0.0
1993,2,1993-12-31,108,Barbados,barbados,BRB,11.0,11.0,0.0
1993,2,1993-12-31,115,Faroe Islands,faroe islands,FRO,10.0,10.0,0.0
1993,2,1993-12-31,115,Bangladesh,bangladesh,BAN,10.0,8.0,2.0
1993,2,1993-12-31,117,Antigua and Barbuda,antigua and barbuda,ATG,9.0,7.0,2.0
1993,2,1993-12-31,117,Suriname,suriname,SUR,9.0,9.0,0.0
1993,2,1993-12-31,117,Sudan,sudan,SDN,9.0,9.0,0.0
1993,2,1993-12-31,117,Guatemala,guatemala,GUA,9.0,9.0,0.0
1993,2,1993-12-31,117,San Marino,san marino,SMR,9.0,9.0,0.0
1993,2,1993-12-31,117,Croatia,croatia,CRO,9.0,8.0,1.0
1993,2,1993-12-31,123,Liberia,liberia,LBR,8.0,9.0,-1.0
1993,2,1993-12-31,123,Nepal,nepal,NEP,8.0,0.0,8.0
1993,2,1993-12-31,123,Gambia,gambia,GAM,8.0,0.0,8.0
1993,2,1993-12-31,123,Sri Lanka,sri lanka,SRI,8.0,0.0,8.0
1993,2,1993-12-31,123,Burkina Faso,burkina faso,BFA,8.0,8.0,0.0
1993,2,1993-12-31,123,St. Vincent and the Grenadines,st vincent and the grenadines,VIN,8.0,8.0,0.0
1993,2,1993-12-31,129,Benin,benin,BEN,7.0,7.0,0.0
1993,2,1993-12-31,129,Guinea-Bissau,guineabissau,GNB,7.0,5.0,2.0
1993,2,1993-12-31,129,Panama,panama,PAN,7.0,7.0,0.0
1993,2,1993-12-31,129,Mauritius,mauritius,MRI,7.0,7.0,0.0
1993,2,1993-12-31,133,Slovenia,slovenia,SVN,6.0,6.0,0.0
1993,2,1993-12-31,134,Vietnam,vietnam,VIE,5.0,5.0,0.0
1993,2,1993-12-31,134,Guyana,guyana,GUY,5.0,5.0,0.0
1993,2,1993-12-31,134,Belarus,belarus,BLR,5.0,5.0,0.0
1993,2,1993-12-31,134,Lesotho,lesotho,LES,5.0,5.0,0.0
1993,2,1993-12-31,138,St. Lucia,st lucia,LCA,4.0,4.0,0.0
1993,2,1993-12-31,138,Botswana,botswana,BOT,4.0,4.0,0.0
1993,2,1993-12-31,138,Tahiti,tahiti,TAH,4.0,4.0,0.0
1993,2,1993-12-31,138,Pakistan,pakistan,PAK,4.0,2.0,2.0
1993,2,1993-12-31,142,Grenada,grenada,GRN,3.0,4.0,-1.0
1993,2,1993-12-31,142,Mauritania,mauritania,MTN,3.0,2.0,1.0
1993,2,1993-12-31,142,Haiti,haiti,HAI,3.0,3.0,0.0
1993,2,1993-12-31,145,Laos,laos,LAO,2.0,2.0,0.0
1993,2,1993-12-31,145,Cape Verde Islands,cape verde,CPV,2.0,2.0,0.0
1993,2,1993-12-31,145,Maldives,maldives,MDV,2.0,0.0,2.0
1993,2,1993-12-31,145,Solomon Islands,solomon islands,SOL,2.0,2.0,0.0
1993,2,1993-12-31,145,Slovakia,slovakia,SVK,2.0,2.0,0.0
1993,2,1993-12-31,145,Brunei Darussalam,brunei darussalam,BRU,2.0,2.0,0.0
1993,2,1993-12-31,145,Libya,libya,LBY,2.0,2.0,0.0
1993,2,1993-12-31,145,Dominican Republic,dominican republic,DOM,2.0,2.0,0.0
1993,2,1993-12-31,153,Cayman Islands,cayman islands,CAY,1.0,1.0,0.0
1993,2,1993-12-31,153,Nicaragua,nicaragua,NCA,1.0,1.0,0.0
1993,2,1993-12-31,155,Namibia,namibia,NAM,0.0,0.0,0.0
1993,2,1993-12-31,155,Central African Republic,central african republic,CTA,0.0,0.0,0.0
1993,2,1993-12-31,155,Seychelles,seychelles,SEY,0.0,0.0,0.0
1993,2,1993-12-31,155,Cuba,cuba,CUB,0.0,0.0,0.0
1993,2,1993-12-31,155,Liechtenstein,liechtenstein,LIE,0.0,0.0,0.0
1993,2,1993-12-31,155,Chinese Taipei,chinese taipei,TPE,0.0,0.0,0.0
1993,2,1993-12-31,155,Equatorial Guinea,equatorial guinea,EQG,0.0,0.0,0.0
1993,2,1993-12-31,155,Philippines,philippines,PHI,0.0,0.0,0.0
1993,2,1993-12-31,155,Vanuatu,vanuatu,VAN,0.0,0.0,0.0
1993,2,1993-12-31,155,Aruba,aruba,ARU,0.0,0.0,0.0
1993,2,1993-12-31,155,Chad,chad,CHA,0.0,0.0,0.0
1993,2,1993-12-31,155,Macau,macau,MAC,0.0,0.0,0.0
1993,2,1993-12-31,155,St. Kitts and Nevis,st kitts and nevis,SKN,0.0,0.0,0.0
1994,1,1994-06-30,1,Brazil,brazil,BRA,65.0,59.0,6.0
1994,1,1994-06-30,2,Italy,italy,ITA,63.0,57.0,6.0
1994,1,1994-06-30,3,Sweden,sweden,SWE,61.0,55.0,6.0
1994,1,1994-06-30,3,Germany,germany,GER,61.0,60.0,1.0
1994,1,1994-06-30,3,Netherlands,netherlands,NED,61.0,59.0,2.0
1994,1,1994-06-30,6,Spain,spain,ESP,60.0,56.0,4.0
1994,1,1994-06-30,7,Romania,romania,ROU,58.0,55.0,3.0
1994,1,1994-06-30,7,Norway,norway,NOR,58.0,56.0,2.0
1994,1,1994-06-30,9,Argentina,argentina,ARG,57.0,55.0,2.0
1994,1,1994-06-30,10,Nigeria,nigeria,NGA,56.0,54.0,2.0
1994,1,1994-06-30,10,Switzerland,switzerland,SUI,56.0,54.0,2.0
1994,1,1994-06-30,12,Denmark,denmark,DEN,55.0,55.0,0.0
1994,1,1994-06-30,13,Republic of Ireland,ireland,IRL,54.0,53.0,1.0
1994,1,1994-06-30,14,Bulgaria,bulgaria,BUL,53.0,44.0,9.0
1994,1,1994-06-30,14,Mexico,mexico,MEX,53.0,51.0,2.0
1994,1,1994-06-30,14,France,france,FRA,53.0,53.0,0.0
1994,1,1994-06-30,14,Colombia,colombia,COL,53.0,51.0,2.0
1994,1,1994-06-30,18,England,england,ENG,52.0,52.0,0.0
1994,1,1994-06-30,18,Russia,russia,RUS,52.0,50.0,2.0
1994,1,1994-06-30,20,Belgium,belgium,BEL,50.0,44.0,6.0
1994,1,1994-06-30,21,Zambia,zambia,ZAM,48.0,49.0,-1.0
1994,1,1994-06-30,21,USA,united states,USA,48.0,47.0,1.0
1994,1,1994-06-30,23,Uruguay,uruguay,URU,47.0,50.0,-3.0
1994,1,1994-06-30,24,Côte d'Ivoire,côte divoire,CIV,45.0,47.0,-2.0
1994,1,1994-06-30,24,Portugal,portugal,POR,45.0,47.0,-2.0
1994,1,1994-06-30,24,Egypt,egypt,EGY,45.0,45.0,0.0
1994,1,1994-06-30,27,Cameroon,cameroon,CMR,44.0,46.0,-2.0
1994,1,1994-06-30,28,Ghana,ghana,GHA,43.0,44.0,-1.0
1994,1,1994-06-30,28,Saudi Arabia,saudi arabia,KSA,43.0,40.0,3.0
1994,1,1994-06-30,28,Morocco,morocco,MAR,43.0,44.0,-1.0
1994,1,1994-06-30,31,Tunisia,tunisia,TUN,42.0,42.0,0.0
1994,1,1994-06-30,32,Poland,poland,POL,41.0,41.0,0.0
1994,1,1994-06-30,33,Scotland,scotland,SCO,40.0,40.0,0.0
1994,1,1994-06-30,33,Greece,greece,GRE,40.0,41.0,-1.0
1994,1,1994-06-30,35,Wales,wales,WAL,39.0,39.0,0.0
1994,1,1994-06-30,35,Korea Republic,south korea,KOR,39.0,38.0,1.0
1994,1,1994-06-30,37,Austria,austria,AUT,38.0,38.0,0.0
1994,1,1994-06-30,37,Japan,japan,JPN,38.0,33.0,5.0
1994,1,1994-06-30,39,Northern Ireland,northern ireland,NIR,37.0,37.0,0.0
1994,1,1994-06-30,40,Chile,chile,CHI,36.0,37.0,-1.0
1994,1,1994-06-30,40,Bolivia,bolivia,BOL,36.0,35.0,1.0
1994,1,1994-06-30,42,Iceland,iceland,ISL,35.0,38.0,-3.0
1994,1,1994-06-30,42,Slovakia,slovakia,SVK,35.0,35.0,0.0
1994,1,1994-06-30,42,Czech Republic,czechia,CZE,35.0,35.0,0.0
1994,1,1994-06-30,45,Finland,finland,FIN,34.0,35.0,-1.0
1994,1,1994-06-30,45,Ecuador,ecuador,ECU,34.0,37.0,-3.0
1994,1,1994-06-30,45,Australia,australia,AUS,34.0,34.0,0.0
1994,1,1994-06-30,45,Algeria,algeria,ALG,34.0,34.0,0.0
1994,1,1994-06-30,45,Zimbabwe,zimbabwe,ZIM,34.0,35.0,-1.0
1994,1,1994-06-30,50,Mali,mali,MLI,33.0,34.0,-1.0
1994,1,1994-06-30,51,Honduras,honduras,HON,32.0,34.0,-2.0
1994,1,1994-06-30,51,Israel,israel,ISR,32.0,32.0,0.0
1994,1,1994-06-30,53,Canada,canada,CAN,31.0,31.0,0.0
1994,1,1994-06-30,53,Costa Rica,costa rica,CRC,31.0,34.0,-3.0
1994,1,1994-06-30,53,Hungary,hungary,HUN,31.0,31.0,0.0
1994,1,1994-06-30,53,Senegal,senegal,SEN,31.0,31.0,0.0
1994,1,1994-06-30,53,Turkey,turkey,TUR,31.0,31.0,0.0
1994,1,1994-06-30,58,Paraguay,paraguay,PAR,27.0,28.0,-1.0
1994,1,1994-06-30,59,United Arab Emirates,united arab emirates,UAE,26.0,26.0,0.0
1994,1,1994-06-30,59,Zaire,zaire,ZAI,26.0,26.0,0.0
1994,1,1994-06-30,59,Guinea,guinea,GUI,26.0,26.0,0.0
1994,1,1994-06-30,62,China PR,china,CHN,24.0,29.0,-5.0
1994,1,1994-06-30,62,IR Iran,iran,IRN,24.0,30.0,-6.0
1994,1,1994-06-30,62,Gabon,gabon,GAB,24.0,26.0,-2.0
1994,1,1994-06-30,62,Sierra Leone,sierra leone,SLE,24.0,24.0,0.0
1994,1,1994-06-30,66,El Salvador,el salvador,SLV,23.0,23.0,0.0
1994,1,1994-06-30,66,Qatar,qatar,QAT,23.0,23.0,0.0
1994,1,1994-06-30,66,Iraq,iraq,IRQ,23.0,26.0,-3.0
1994,1,1994-06-30,66,Malta,malta,MLT,23.0,22.0,1.0
1994,1,1994-06-30,66,Korea DPR,korea dpr,PRK,23.0,23.0,0.0
1994,1,1994-06-30,71,Cyprus,cyprus,CYP,22.0,22.0,0.0
1994,1,1994-06-30,71,Peru,peru,PER,22.0,24.0,-2.0
1994,1,1994-06-30,71,Kuwait,kuwait,KUW,22.0,22.0,0.0
1994,1,1994-06-30,74,South Africa,south africa,RSA,21.0,21.0,0.0
1994,1,1994-06-30,74,Slovenia,slovenia,SVN,21.0,21.0,0.0
1994,1,1994-06-30,76,Niger,niger,NIG,20.0,21.0,-1.0
1994,1,1994-06-30,76,Oman,oman,OMA,20.0,21.0,-1.0
1994,1,1994-06-30,76,Yugoslavia,yugoslavia,YUG,20.0,21.0,-1.0
1994,1,1994-06-30,76,Ukraine,ukraine,UKR,20.0,20.0,0.0
1994,1,1994-06-30,80,Jamaica,jamaica,JAM,19.0,23.0,-4.0
1994,1,1994-06-30,80,Thailand,thailand,THA,19.0,22.0,-3.0
1994,1,1994-06-30,80,Kenya,kenya,KEN,19.0,20.0,-1.0
1994,1,1994-06-30,80,Trinidad and Tobago,trinidad and tobago,TRI,19.0,20.0,-1.0
1994,1,1994-06-30,84,Lithuania,lithuania,LTU,18.0,19.0,-1.0
1994,1,1994-06-30,84,Malawi,malawi,MWI,18.0,21.0,-3.0
1994,1,1994-06-30,84,Latvia,latvia,LVA,18.0,19.0,-1.0
1994,1,1994-06-30,84,Singapore,singapore,SGP,18.0,19.0,-1.0
1994,1,1994-06-30,88,New Zealand,new zealand,NZL,17.0,17.0,0.0
1994,1,1994-06-30,88,Bermuda,bermuda,BER,17.0,17.0,0.0
1994,1,1994-06-30,90,Croatia,croatia,CRO,16.0,17.0,-1.0
1994,1,1994-06-30,91,Bahrain,bahrain,BHR,15.0,15.0,0.0
1994,1,1994-06-30,91,Suriname,suriname,SUR,15.0,15.0,0.0
1994,1,1994-06-30,91,Malaysia,malaysia,MAS,15.0,15.0,0.0
1994,1,1994-06-30,94,Fiji,fiji,FIJ,14.0,14.0,0.0
1994,1,1994-06-30,94,Venezuela,venezuela,VEN,14.0,15.0,-1.0
1994,1,1994-06-30,94,Syria,syria,SYR,14.0,19.0,-5.0
1994,1,1994-06-30,94,Barbados,barbados,BRB,14.0,14.0,0.0
1994,1,1994-06-30,94,Jordan,jordan,JOR,14.0,15.0,-1.0
1994,1,1994-06-30,99,Tanzania,tanzania,TAN,13.0,14.0,-1.0
1994,1,1994-06-30,99,Burkina Faso,burkina faso,BFA,13.0,13.0,0.0
1994,1,1994-06-30,99,Albania,albania,ALB,13.0,13.0,0.0
1994,1,1994-06-30,99,Madagascar,madagascar,MAD,13.0,13.0,0.0
1994,1,1994-06-30,103,Puerto Rico,puerto rico,PUR,12.0,12.0,0.0
1994,1,1994-06-30,103,Uganda,uganda,UGA,12.0,13.0,-1.0
1994,1,1994-06-30,103,India,india,IND,12.0,13.0,-1.0
1994,1,1994-06-30,103,Yemen,yemen,YEM,12.0,13.0,-1.0
1994,1,1994-06-30,103,Hong Kong,hong kong,HKG,12.0,12.0,0.0
1994,1,1994-06-30,103,Gambia,gambia,GAM,12.0,12.0,0.0
1994,1,1994-06-30,103,Mozambique,mozambique,MOZ,12.0,12.0,0.0
1994,1,1994-06-30,110,Congo,congo,CGO,11.0,11.0,0.0
1994,1,1994-06-30,110,Estonia,estonia,EST,11.0,12.0,-1.0
1994,1,1994-06-30,110,Burundi,burundi,BDI,11.0,12.0,-1.0
1994,1,1994-06-30,110,Eswatini,eswatini,SWZ,11.0,13.0,-2.0
1994,1,1994-06-30,110,Ethiopia,ethiopia,ETH,11.0,11.0,0.0
1994,1,1994-06-30,115,Guinea-Bissau,guineabissau,GNB,10.0,10.0,0.0
1994,1,1994-06-30,115,Luxembourg,luxembourg,LUX,10.0,10.0,0.0
1994,1,1994-06-30,115,FYR Macedonia,fyr macedonia,MKD,10.0,10.0,0.0
1994,1,1994-06-30,115,Lebanon,lebanon,LBN,10.0,10.0,0.0
1994,1,1994-06-30,119,Myanmar,myanmar,MYA,9.0,10.0,-1.0
1994,1,1994-06-30,119,Antigua and Barbuda,antigua and barbuda,ATG,9.0,9.0,0.0
1994,1,1994-06-30,119,Haiti,haiti,HAI,9.0,9.0,0.0
1994,1,1994-06-30,119,Togo,togo,TOG,9.0,9.0,0.0
1994,1,1994-06-30,119,Angola,angola,ANG,9.0,9.0,0.0
1994,1,1994-06-30,124,Georgia,georgia,GEO,8.0,8.0,0.0
1994,1,1994-06-30,124,Indonesia,indonesia,IDN,8.0,9.0,-1.0
1994,1,1994-06-30,124,Bangladesh,bangladesh,BAN,8.0,8.0,0.0
1994,1,1994-06-30,124,Faroe Islands,faroe islands,FRO,8.0,8.0,0.0
1994,1,1994-06-30,124,Sri Lanka,sri lanka,SRI,8.0,8.0,0.0
1994,1,1994-06-30,124,Nepal,nepal,NEP,8.0,8.0,0.0
1994,1,1994-06-30,130,San Marino,san marino,SMR,7.0,7.0,0.0
1994,1,1994-06-30,130,Grenada,grenada,GRN,7.0,7.0,0.0
1994,1,1994-06-30,130,Sudan,sudan,SDN,7.0,8.0,-1.0
1994,1,1994-06-30,130,St. Vincent and the Grenadines,st vincent and the grenadines,VIN,7.0,7.0,0.0
1994,1,1994-06-30,134,Panama,panama,PAN,6.0,7.0,-1.0
1994,1,1994-06-30,134,Guatemala,guatemala,GUA,6.0,7.0,-1.0
1994,1,1994-06-30,134,Liberia,liberia,LBR,6.0,6.0,0.0
1994,1,1994-06-30,134,Benin,benin,BEN,6.0,6.0,0.0
1994,1,1994-06-30,138,Tahiti,tahiti,TAH,5.0,5.0,0.0
1994,1,1994-06-30,138,Mauritius,mauritius,MRI,5.0,5.0,0.0
1994,1,1994-06-30,140,Cayman Islands,cayman islands,CAY,4.0,4.0,0.0
1994,1,1994-06-30,140,Belarus,belarus,BLR,4.0,4.0,0.0
1994,1,1994-06-30,140,Vietnam,vietnam,VIE,4.0,4.0,0.0
1994,1,1994-06-30,140,Lesotho,lesotho,LES,4.0,4.0,0.0
1994,1,1994-06-30,140,Guyana,guyana,GUY,4.0,4.0,0.0
1994,1,1994-06-30,140,St. Lucia,st lucia,LCA,4.0,4.0,0.0
1994,1,1994-06-30,140,Pakistan,pakistan,PAK,4.0,4.0,0.0
1994,1,1994-06-30,147,Botswana,botswana,BOT,3.0,3.0,0.0
1994,1,1994-06-30,147,Moldova,moldova,MDA,3.0,3.0,0.0
1994,1,1994-06-30,147,Mauritania,mauritania,MTN,3.0,3.0,0.0
1994,1,1994-06-30,150,Liechtenstein,liechtenstein,LIE,2.0,2.0,0.0
1994,1,1994-06-30,150,Maldives,maldives,MDV,2.0,2.0,0.0
1994,1,1994-06-30,150,Cape Verde Islands,cape verde,CPV,2.0,2.0,0.0
1994,1,1994-06-30,150,Laos,laos,LAO,2.0,2.0,0.0
1994,1,1994-06-30,150,Solomon Islands,solomon islands,SOL,2.0,2.0,0.0
1994,1,1994-06-30,155,Dominican Republic,dominican republic,DOM,1.0,1.0,0.0
1994,1,1994-06-30,155,Libya,libya,LBY,1.0,1.0,0.0
1994,1,1994-06-30,155,Brunei Darussalam,brunei darussalam,BRU,1.0,1.0,0.0
1994,1,1994-06-30,155,Armenia,armenia,ARM,1.0,1.0,0.0
1994,1,1994-06-30,155,Nicaragua,nicaragua,NCA,1.0,1.0,0.0
1994,1,1994-06-30,160,Namibia,namibia,NAM,0.0,0.0,0.0
1994,1,1994-06-30,160,Central African Republic,central african republic,CTA,0.0,0.0,0.0
1994,1,1994-06-30,160,Seychelles,seychelles,SEY,0.0,0.0,0.0
1994,1,1994-06-30,160,Cuba,cuba,CUB,0.0,0.0,0.0
1994,1,1994-06-30,160,Chinese Taipei,chinese taipei,TPE,0.0,0.0,0.0
1994,1,1994-06-30,160,Equatorial Guinea,equatorial guinea,EQG,0.0,0.0,0.0
1994,1,1994-06-30,160,Philippines,philippines,PHI,0.0,0.0,0.0
1994,1,1994-06-30,160,Vanuatu,vanuatu,VAN,0.0,0.0,0.0
1994,1,1994-06-30,160,Aruba,aruba,ARU,0.0,0.0,0.0
1994,1,1994-06-30,160,Azerbaijan,azerbaijan,AZE,0.0,0.0,0.0
1994,1,1994-06-30,160,Chad,chad,CHA,0.0,0.0,0.0
1994,1,1994-06-30,160,St. Kitts and Nevis,st kitts and nevis,SKN,0.0,0.0,0.0
1994,1,1994-06-30,160,Macau,macau,MAC,0.0,0.0,0.0
1994,2,1994-12-31,1,Brazil,brazil,BRA,67.0,67.0,0.0
1994,2,1994-12-31,2,Spain,spain,ESP,62.0,61.0,1.0
1994,2,1994-12-31,3,Sweden,sweden,SWE,61.0,62.0,-1.0
1994,2,1994-12-31,3,Italy,italy,ITA,61.0,61.0,0.0
1994,2,1994-12-31,3,Germany,germany,GER,61.0,61.0,0.0
1994,2,1994-12-31,6,Netherlands,netherlands,NED,60.0,60.0,0.0
1994,2,1994-12-31,7,Switzerland,switzerland,SUI,58.0,58.0,0.0
1994,2,1994-12-31,7,Norway,norway,NOR,58.0,57.0,1.0
1994,2,1994-12-31,7,Republic of Ireland,ireland,IRL,58.0,58.0,0.0
1994,2,1994-12-31,10,Argentina,argentina,ARG,57.0,58.0,-1.0
1994,2,1994-12-31,10,Romania,romania,ROU,57.0,57.0,0.0
1994,2,1994-12-31,12,Nigeria,nigeria,NGA,54.0,54.0,0.0
1994,2,1994-12-31,12,Russia,russia,RUS,54.0,54.0,0.0
1994,2,1994-12-31,12,Denmark,denmark,DEN,54.0,54.0,0.0
1994,2,1994-12-31,12,Mexico,mexico,MEX,54.0,52.0,2.0
1994,2,1994-12-31,12,Bulgaria,bulgaria,BUL,54.0,52.0,2.0
1994,2,1994-12-31,17,Colombia,colombia,COL,53.0,53.0,0.0
1994,2,1994-12-31,18,England,england,ENG,52.0,53.0,-1.0
1994,2,1994-12-31,18,France,france,FRA,52.0,52.0,0.0
1994,2,1994-12-31,20,Portugal,portugal,POR,51.0,48.0,3.0
1994,2,1994-12-31,21,Zambia,zambia,ZAM,49.0,50.0,-1.0
1994,2,1994-12-31,22,Egypt,egypt,EGY,48.0,48.0,0.0
